doc,sent,word,not participants,participants
10091821,4,10,0.6162021,0.3837979
10091821,4,11,0.84739935,0.15260065
10091821,4,12,0.7158758,0.2841242
10091821,4,13,0.83149433,0.16850567
10091821,4,14,0.82290316,0.17709681
10091821,4,15,0.8069688,0.19303122
10091821,4,16,0.3610509,0.6389491
10091821,4,17,0.5417341,0.45826587
10091821,4,18,0.7587695,0.24123052
10091821,4,19,0.44835943,0.55164057
10091821,4,20,0.30961764,0.69038236
10091821,4,21,0.47028363,0.5297164
10091821,4,22,0.3961594,0.6038406
10091821,4,23,0.15697336,0.84302664
10091821,4,24,0.61406386,0.38593617
10091821,4,25,0.4963979,0.5036021
10091821,4,26,0.4301389,0.5698611
10091821,4,27,0.3701291,0.6298709
10091821,4,28,0.42839646,0.57160354
10091821,4,29,0.4217221,0.5782779
10091821,4,30,0.40664202,0.593358
10091821,4,31,0.12490803,0.87509197
10091821,4,32,0.021871388,0.9781286
10091821,4,33,0.045258403,0.9547416
10091821,4,34,0.2125572,0.7874428
10091821,4,35,0.5071898,0.4928102
10091821,4,36,0.46319592,0.5368041
10091821,4,37,0.3941419,0.6058581
10091821,4,38,0.5145676,0.48543236
10091821,4,39,0.49927258,0.5007274
10091821,4,40,0.1609726,0.8390274
10091821,4,41,0.16378134,0.83621866
10091821,4,42,0.49855804,0.50144196
10091821,4,43,0.3047437,0.6952563
10091821,5,1,0.9087158,0.09128424
10091821,5,2,0.72561294,0.27438706
10091821,5,3,0.801544,0.198456
10091821,5,4,0.46246624,0.53753376
10091821,5,5,0.5743551,0.4256449
10091821,5,6,0.8004458,0.1995542
10091821,5,7,0.4774626,0.5225374
10091821,5,8,0.78736174,0.21263826
10091821,5,9,0.94016945,0.05983053
10091821,5,10,0.58457947,0.4154205
10091821,5,11,0.45098424,0.54901576
10091821,5,12,0.7008728,0.29912722
10091821,5,13,0.7292018,0.2707982
10091821,5,14,0.25841117,0.74158883
10091821,5,15,0.59502375,0.40497622
10091821,5,16,0.42838812,0.5716119
10091821,5,17,0.44404984,0.55595016
10091821,5,18,0.6466358,0.35336423
10091821,5,19,0.44314116,0.55685884
10091821,5,20,0.50112057,0.49887943
10091821,5,21,0.25750566,0.74249434
10091821,5,22,0.44888937,0.5511106
10091821,5,23,0.21871173,0.78128827
10091821,5,24,0.42845547,0.5715445
10091821,5,25,0.80066216,0.19933785
10091821,5,26,0.32868642,0.6713136
10091821,5,27,0.4518965,0.5481035
10091821,5,28,0.2572441,0.7427559
10091821,5,29,0.23200417,0.76799583
10091821,5,30,0.5863898,0.4136102
10091821,5,31,0.5114963,0.4885037
10091821,5,32,0.66713846,0.33286157
10091821,5,33,0.5721725,0.4278275
10091821,5,34,0.5835847,0.41641527
10091821,5,35,0.4891582,0.5108418
10091821,6,1,0.81980455,0.18019545
10091821,6,2,0.76091784,0.23908216
10091821,6,3,0.944184,0.055815976
10091821,6,4,0.92823493,0.07176504
10091821,6,5,0.9245753,0.07542469
10091821,6,6,0.79702634,0.20297365
10091821,6,7,0.9464052,0.053594824
10091821,6,8,0.84348285,0.15651716
10091821,6,9,0.76932216,0.23067781
10091821,6,10,0.15394783,0.84605217
10091821,6,11,0.581758,0.41824198
10091821,6,12,0.7876237,0.21237628
10091821,6,13,0.9037144,0.09628556
10091821,6,14,0.79747105,0.20252898
10091821,6,15,0.8056489,0.19435105
10091821,6,16,0.88836735,0.11163265
10091821,6,17,0.736168,0.26383197
10091821,6,18,0.7536893,0.24631071
10091821,6,19,0.6909151,0.3090849
10091821,6,20,0.65449333,0.3455067
10091821,6,21,0.71660906,0.28339094
10091821,6,22,0.77177083,0.2282292
10091821,6,23,0.8859037,0.1140963
10091821,6,24,0.9322616,0.06773841
10091821,6,25,0.79801446,0.20198554
10091821,6,26,0.93803674,0.061963245
10091821,6,27,0.8589222,0.14107783
10091821,6,28,0.8909618,0.10903817
10091821,6,29,0.97466856,0.025331436
10091821,6,30,0.88644636,0.11355363
10091821,6,31,0.57077897,0.429221
10091821,6,32,0.46880025,0.53119975
10091821,6,33,0.8485795,0.15142046
10091821,6,34,0.8426533,0.15734671
10091821,6,35,0.67453825,0.32546178
10091821,7,1,0.9110429,0.08895709
10091821,7,2,0.79773533,0.20226467
10091821,7,3,0.6435217,0.35647827
10091821,7,4,0.95195913,0.04804086
10091821,7,5,0.9121417,0.08785829
10091821,7,6,0.9343546,0.06564539
10091821,7,7,0.69885504,0.30114496
10091821,7,8,0.95954406,0.040455952
10091821,7,9,0.8176034,0.18239659
10091821,7,10,0.96291465,0.037085358
10091821,7,11,0.73492396,0.26507607
10091821,7,12,0.8067084,0.19329162
10091821,7,13,0.84372646,0.15627356
10091821,7,14,0.8042572,0.19574279
10091821,7,15,0.78296995,0.21703006
10091821,7,16,0.7779789,0.22202107
10091821,7,17,0.7550382,0.2449618
10091821,7,18,0.9321567,0.0678433
10091821,7,19,0.77889544,0.22110458
10091821,7,20,0.77826643,0.22173354
10091821,7,21,0.44953912,0.5504609
10091821,7,22,0.50299335,0.49700662
10091821,7,23,0.7564982,0.24350175
10091821,7,24,0.8374771,0.1625229
10091821,7,25,0.73445797,0.26554206
10091821,7,26,0.88289034,0.117109686
10091821,7,27,0.68619835,0.31380162
10091821,8,1,0.95209056,0.047909424
10091821,8,2,0.85304105,0.14695892
10091821,8,3,0.8766227,0.1233773
10091821,8,4,0.9417386,0.05826141
10091821,8,5,0.4831246,0.5168754
10091821,8,6,0.7379944,0.26200563
10091821,8,7,0.7371108,0.2628892
10091821,8,8,0.5347721,0.4652279
10091821,8,9,0.794011,0.205989
10091821,8,10,0.6523949,0.3476051
10091821,8,11,0.9010662,0.09893384
10091821,8,12,0.78486264,0.21513733
10091821,9,1,0.8328811,0.16711889
10091821,9,2,0.8387933,0.16120672
10091821,9,3,0.9473656,0.052634425
10091821,9,4,0.9428879,0.057112068
10091821,9,5,0.85363364,0.14636636
10091821,9,6,0.81379706,0.18620294
10091821,9,7,0.82631934,0.17368065
10091821,9,8,0.85326916,0.14673084
10091821,9,9,0.8779498,0.1220502
10091821,9,10,0.87458974,0.12541026
10091821,9,11,0.88691807,0.11308194
10091821,9,12,0.92818224,0.071817726
10091821,9,13,0.8702822,0.12971781
10091821,9,14,0.9843454,0.015654616
10091821,9,15,0.9195808,0.08041921
10091821,9,16,0.91129565,0.08870436
10091821,9,17,0.95189315,0.04810686
10091821,9,18,0.9059552,0.09404479
10091821,9,19,0.83719313,0.16280687
10091821,9,20,0.93225604,0.067743964
10091821,9,21,0.8973059,0.1026941
10091821,9,22,0.77024484,0.22975518
10091821,9,23,0.8369437,0.16305633
10091821,9,24,0.6288612,0.37113878
10091821,9,25,0.8523514,0.14764854
10091821,9,26,0.86747277,0.13252725
10091821,9,27,0.764452,0.23554803
10091821,9,28,0.85442865,0.14557137
10091821,9,29,0.91671,0.08328997
10091821,9,30,0.8803405,0.11965946
10091821,9,31,0.8426308,0.1573692
10091821,9,32,0.9510215,0.048978534
10091821,9,33,0.97030187,0.029698145
10091821,9,34,0.8379137,0.1620863
10091821,9,35,0.91261554,0.08738449
10091821,9,36,0.8856219,0.114378065
10091821,9,37,0.93338716,0.06661283
10091821,9,38,0.79021394,0.20978603
10091821,9,39,0.97518176,0.024818238
10091821,9,40,0.86514354,0.13485643
10091821,9,41,0.9841055,0.015894499
10091821,9,42,0.94359124,0.056408748
10091821,9,43,0.91616297,0.083837025
10091821,9,44,0.9631755,0.036824506
10091821,9,45,0.79630107,0.20369892
10091821,9,46,0.8935892,0.10641082
10091821,9,47,0.7602556,0.23974444
10091821,9,48,0.99273384,0.0072661377
10091821,9,49,0.88714606,0.11285392
10091821,9,50,0.98440045,0.015599544
10091821,9,51,0.8688162,0.13118382
10091821,9,52,0.73779434,0.26220566
10091821,10,1,0.88158464,0.118415356
10091821,10,2,0.8851745,0.11482549
10091821,10,3,0.97667915,0.023320872
10091821,10,4,0.96441925,0.03558076
10091821,10,5,0.97004485,0.02995517
10091821,10,6,0.9400895,0.059910487
10091821,10,7,0.81939924,0.18060075
10091821,10,8,0.8138883,0.18611169
10091821,10,9,0.8626931,0.1373069
10091821,10,10,0.547784,0.45221606
10091821,10,11,0.943155,0.056845
10091821,10,12,0.8890403,0.110959716
10091821,10,13,0.8126038,0.18739624
10091821,10,14,0.8792802,0.1207198
10091821,10,15,0.93632895,0.063671045
10091821,10,16,0.9085365,0.091463506
10091821,10,17,0.830753,0.16924697
10091821,10,18,0.977805,0.022195002
10091821,10,19,0.81883925,0.18116075
10091821,10,20,0.97003067,0.029969353
10091821,10,21,0.8627541,0.13724586
10091821,10,22,0.98169327,0.01830671
10091821,10,23,0.94359124,0.056408748
10091821,10,24,0.91616297,0.083837025
10091821,10,25,0.97939914,0.020600837
10091821,10,26,0.79630107,0.20369892
10091821,10,27,0.95075095,0.049249064
10091821,10,28,0.7602556,0.23974444
10091821,10,29,0.9859657,0.0140342945
10091821,10,30,0.96610343,0.033896573
10091821,10,31,0.9894571,0.010542905
10091821,10,32,0.86962664,0.13037339
10091821,10,33,0.7350228,0.2649772
10091821,11,1,0.8630725,0.13692752
10091821,11,2,0.33546883,0.6645312
10091821,11,3,0.93017745,0.06982257
10091821,11,4,0.767537,0.232463
10091821,11,5,0.9572007,0.042799305
10091821,11,6,0.98233676,0.01766321
10091821,11,7,0.8682197,0.13178033
10091821,11,8,0.7171428,0.28285718
10091821,11,9,0.6991668,0.30083323
10091821,11,10,0.9306134,0.0693866
10091821,11,11,0.90386426,0.09613571
10091821,11,12,0.9196517,0.080348305
10091821,11,13,0.90819377,0.09180625
10091821,11,14,0.66019785,0.33980212
10091821,12,1,0.91086453,0.08913547
10091821,12,2,0.91712266,0.08287735
10091821,12,3,0.95504475,0.044955242
10091821,12,4,0.9292984,0.07070157
10091821,12,5,0.95077986,0.049220163
10091821,12,6,0.96665215,0.033347853
10091821,12,7,0.935779,0.06422105
10091821,12,8,0.966257,0.033743005
10091821,12,9,0.9098544,0.09014558
10091821,12,10,0.93050104,0.06949896
10091821,12,11,0.8910643,0.10893572
10091821,12,12,0.9721479,0.027852122
10091821,12,13,0.949872,0.05012799
10091821,12,14,0.9126357,0.087364286
10091821,12,15,0.95913213,0.04086784
10091821,12,16,0.9391069,0.060893122
10091821,12,17,0.83054394,0.16945608
10091821,12,18,0.2964586,0.7035414
10091821,12,19,0.15435553,0.8456445
10091821,12,20,0.23366404,0.76633596
10091821,12,21,0.63922155,0.36077842
10091821,12,22,0.29064798,0.709352
10091821,12,23,0.8243673,0.17563272
10091821,12,24,0.845584,0.15441604
10091821,12,25,0.8299006,0.1700994
10091821,12,26,0.7658386,0.23416136
10091821,12,27,0.6621702,0.3378298
10091821,12,28,0.84237796,0.15762204
10091821,12,29,0.4085402,0.5914598
10194485,1,1,0.6784807,0.32151932
10194485,1,2,0.9367554,0.06324459
10194485,1,3,0.8142405,0.18575947
10194485,1,4,0.88310254,0.11689748
10194485,1,5,0.8164481,0.18355192
10194485,1,6,0.89791226,0.10208771
10194485,1,7,0.42343688,0.5765631
10194485,1,8,0.6112783,0.38872173
10194485,1,9,0.52205193,0.47794807
10194485,1,10,0.019508362,0.98049164
10194485,1,11,0.018894732,0.98110527
10194485,1,12,0.2427141,0.7572859
10194485,1,13,0.044627428,0.9553726
10194485,1,14,0.02834618,0.9716538
10194485,1,15,0.12329215,0.87670785
10194485,1,16,0.22069424,0.77930576
10194485,1,17,0.27412885,0.72587115
10194485,2,1,0.8908354,0.10916458
10194485,2,2,0.75275284,0.24724717
10194485,2,3,0.5457642,0.45423582
10194485,2,4,0.3875364,0.6124636
10194485,2,5,0.34624678,0.6537532
10194485,2,6,0.5855072,0.4144928
10194485,2,7,0.42971486,0.57028514
10194485,2,8,0.9536645,0.046335522
10194485,2,9,0.6659813,0.33401868
10194485,2,10,0.7849936,0.21500643
10194485,2,11,0.70845425,0.29154578
10194485,2,12,0.632797,0.36720297
10194485,2,13,0.6975373,0.30246267
10194485,2,14,0.5942249,0.40577513
10194485,2,15,0.7866632,0.21333681
10194485,2,16,0.69951785,0.30048212
10194485,2,17,0.058859527,0.9411405
10194485,2,18,0.036759496,0.9632405
10194485,2,19,0.1848734,0.8151266
10194485,2,20,0.011279643,0.98872036
10194485,2,21,0.31049597,0.689504
10194485,3,1,0.7866379,0.21336211
10194485,3,2,0.9272431,0.072756864
10194485,3,3,0.9059167,0.09408333
10194485,3,4,0.89623666,0.10376337
10194485,3,5,0.9043766,0.095623404
10194485,3,6,0.9044407,0.0955593
10194485,3,7,0.75964177,0.24035823
10194485,3,8,0.4035626,0.5964374
10194485,3,9,0.6045845,0.39541548
10194485,3,10,0.1034441,0.8965559
10194485,3,11,0.20433861,0.7956614
10194485,3,12,0.50128037,0.49871963
10194485,3,13,0.5807425,0.4192575
10194485,3,14,0.26480615,0.73519385
10194485,3,15,0.3827793,0.6172207
10194485,3,16,0.3299905,0.6700095
10194485,3,17,0.913908,0.086091965
10194485,3,18,0.65750575,0.34249428
10194485,3,19,0.20316005,0.79683995
10194485,3,20,0.43446445,0.56553555
10194485,3,21,0.1712389,0.8287611
10194485,3,22,0.4419489,0.5580511
10194485,3,23,0.3939275,0.6060725
10194485,3,24,0.36923522,0.6307648
10194485,3,25,0.20210397,0.797896
10194485,3,26,0.39617836,0.60382164
10194485,3,27,0.20562035,0.79437965
10194485,4,1,0.78622293,0.2137771
10194485,4,2,0.83966005,0.16033997
10194485,4,3,0.7965809,0.20341909
10194485,4,4,0.7836424,0.21635759
10194485,4,5,0.54807067,0.45192936
10194485,4,6,0.548717,0.45128295
10194485,4,7,0.46885073,0.53114927
10194485,4,8,0.6722376,0.32776242
10194485,4,9,0.38176984,0.61823016
10194485,4,10,0.60134244,0.39865756
10194485,4,11,0.45515794,0.54484206
10194485,4,12,0.49138075,0.50861925
10194485,4,13,0.50966525,0.49033478
10194485,4,14,0.40611702,0.593883
10194485,4,15,0.26533645,0.73466355
10194485,4,16,0.6762028,0.32379726
10194485,4,17,0.5006366,0.4993634
10194485,4,18,0.28869265,0.71130735
10194485,4,19,0.7154546,0.28454545
10194485,4,20,0.7663969,0.23360313
10194485,4,21,0.36819452,0.6318055
10194485,4,22,0.63101476,0.36898524
10194485,4,23,0.20227784,0.79772216
10194485,5,1,0.6904794,0.3095206
10194485,5,2,0.9127512,0.08724877
10194485,5,3,0.69709516,0.3029048
10194485,5,4,0.8069047,0.19309531
10194485,5,5,0.7013726,0.29862738
10194485,5,6,0.8180254,0.18197459
10194485,5,7,0.6945478,0.30545223
10194485,5,8,0.9478219,0.05217807
10194485,5,9,0.8436069,0.15639311
10194485,5,10,0.45382524,0.54617476
10194485,5,11,0.9125651,0.08743491
10194485,5,12,0.35803378,0.6419662
10194485,5,13,0.70668036,0.29331964
10194485,5,14,0.44958454,0.55041546
10194485,5,15,0.49087578,0.5091242
10194485,5,16,0.37413597,0.625864
10194485,5,17,0.3973856,0.6026144
10194485,5,18,0.6717092,0.32829082
10194485,5,19,0.49050397,0.50949603
10194485,5,20,0.29282862,0.7071714
10194485,5,21,0.7280549,0.27194512
10194485,5,22,0.51052666,0.48947334
10194485,5,23,0.49048328,0.5095167
10194485,5,24,0.4641651,0.5358349
10194485,5,25,0.51058686,0.48941314
10194485,5,26,0.49232215,0.50767785
10194485,5,27,0.5478647,0.45213532
10194485,5,28,0.45744854,0.54255146
10194485,6,1,0.9581792,0.04182083
10194485,6,2,0.96510875,0.034891266
10194485,6,3,0.90039235,0.09960767
10194485,6,4,0.86306727,0.13693275
10194485,6,5,0.84299135,0.15700863
10194485,6,6,0.96805143,0.031948555
10194485,6,7,0.9432812,0.05671883
10194485,6,8,0.9624501,0.03754994
10194485,6,9,0.91159403,0.08840599
10194485,6,10,0.8244176,0.1755824
10194485,6,11,0.9309145,0.06908545
10194485,6,12,0.9448747,0.05512531
10194485,6,13,0.6273432,0.37265682
10194485,6,14,0.72172886,0.27827114
10194485,6,15,0.6726459,0.3273541
10194485,6,16,0.6685851,0.33141488
10194485,6,17,0.8411239,0.1588761
10194485,6,18,0.77597916,0.22402085
10194485,6,19,0.6012137,0.39878628
10194485,6,20,0.4430071,0.5569929
10194485,6,21,0.56874394,0.4312561
10194485,6,22,0.7526799,0.2473201
10194485,6,23,0.6430146,0.3569854
10194485,6,24,0.62466943,0.37533057
10194485,6,25,0.80112666,0.19887333
10194485,6,26,0.765153,0.234847
10194485,6,27,0.58700514,0.41299486
10194485,6,28,0.11310494,0.88689506
10194485,6,29,0.109407425,0.8905926
10194485,6,30,0.44482118,0.5551788
10194485,6,31,0.16860312,0.8313969
10194485,6,32,0.12974024,0.87025976
10194485,6,33,0.025703967,0.97429603
10194485,6,34,0.21274614,0.78725386
10194485,6,35,0.60216135,0.39783865
10194485,6,36,0.054090858,0.94590914
10194485,6,37,0.3714711,0.6285289
10194485,7,1,0.85863584,0.14136417
10194485,7,2,0.20319337,0.79680663
10194485,7,3,0.680051,0.31994897
10194485,7,4,0.6495955,0.35040447
10194485,7,5,0.42854643,0.5714536
10194485,7,6,0.15578401,0.844216
10194485,7,7,0.14234567,0.85765433
10194485,7,8,0.47304487,0.5269551
10194485,7,9,0.4334479,0.5665521
10194485,7,10,0.4966228,0.5033772
10194485,7,11,0.7060924,0.29390758
10194485,7,12,0.44926012,0.5507399
10194485,7,13,0.16264051,0.8373595
10194485,7,14,0.28579426,0.71420574
10194485,7,15,0.38851547,0.6114845
10194485,7,16,0.7166552,0.2833448
10194485,7,17,0.55128264,0.4487174
10194485,7,18,0.62504613,0.3749539
10194485,7,19,0.46554416,0.53445584
10194485,7,20,0.44814998,0.55185
10194485,7,21,0.21806604,0.78193396
10194485,7,22,0.6728902,0.32710984
10194485,7,23,0.56414104,0.43585894
10194485,7,24,0.55041814,0.4495819
10194485,7,25,0.6106715,0.38932848
10194485,7,26,0.59067357,0.40932643
10194485,8,1,0.67891955,0.32108042
10194485,8,2,0.90972793,0.09027207
10194485,8,3,0.7743723,0.22562774
10194485,8,4,0.7672307,0.2327693
10194485,8,5,0.69190264,0.30809736
10194485,8,6,0.5739061,0.42609388
10194485,8,7,0.5586821,0.44131792
10194485,8,8,0.75789607,0.2421039
10194485,8,9,0.3046491,0.6953509
10194485,8,10,0.6543716,0.34562838
10194485,8,11,0.7981688,0.20183119
10194485,8,12,0.7127154,0.28728458
10194485,8,13,0.6322967,0.3677033
10194485,8,14,0.7127154,0.28728458
10194485,8,15,0.6682533,0.3317467
10194485,8,16,0.7193912,0.28060874
10194485,8,17,0.8244314,0.1755686
10194485,8,18,0.49327636,0.50672364
10194485,8,19,0.82947373,0.17052625
10194485,8,20,0.90565586,0.094344154
10194485,8,21,0.5660536,0.43394634
10194485,8,22,0.64311534,0.35688466
10194485,8,23,0.6904119,0.30958807
10194485,8,24,0.76873946,0.23126057
10194485,8,25,0.5969002,0.4030998
10194485,9,1,0.72768426,0.2723157
10194485,9,2,0.7545383,0.24546172
10194485,9,3,0.82067966,0.17932032
10194485,9,4,0.84305865,0.15694137
10194485,9,5,0.89058703,0.10941299
10194485,9,6,0.8790664,0.12093359
10194485,9,7,0.92920935,0.07079062
10194485,9,8,0.8735772,0.12642284
10194485,9,9,0.833421,0.16657901
10194485,9,10,0.8065563,0.1934437
10194485,9,11,0.7246083,0.27539167
10194485,9,12,0.7019871,0.2980129
10194485,9,13,0.9227277,0.07727229
10194485,9,14,0.821134,0.17886604
10194485,9,15,0.8236367,0.1763633
10194485,9,16,0.81207013,0.18792984
10194485,9,17,0.91751033,0.08248965
10194485,9,18,0.6199943,0.3800057
10194485,9,19,0.76619864,0.23380136
10194485,9,20,0.52019215,0.47980788
10194485,9,21,0.83843845,0.16156153
10194485,9,22,0.79211533,0.2078847
10194485,9,23,0.60746163,0.39253837
10194485,10,1,0.6216594,0.37834063
10194485,10,2,0.950763,0.049237024
10194485,10,3,0.7869719,0.21302809
10194485,10,4,0.83014864,0.16985135
10194485,10,5,0.91922617,0.08077386
10194485,10,6,0.7372452,0.26275483
10194485,10,7,0.8269477,0.1730523
10194485,10,8,0.808922,0.19107799
10194485,10,9,0.7424389,0.2575611
10194485,10,10,0.9328306,0.06716945
10194485,10,11,0.81830215,0.18169788
10194485,10,12,0.87973654,0.12026344
10194485,10,13,0.9008635,0.09913649
10194485,10,14,0.94160825,0.058391728
10194485,10,15,0.9538541,0.046145923
10194485,10,16,0.95188296,0.04811701
10194485,10,17,0.825469,0.17453097
10194485,10,18,0.82311255,0.17688747
10194485,10,19,0.740219,0.25978103
10194485,10,20,0.9570185,0.042981524
10194485,10,21,0.8705565,0.12944356
10194485,11,1,0.8456077,0.1543923
10194485,11,2,0.771863,0.22813702
10194485,11,3,0.8492936,0.15070638
10194485,11,4,0.88912374,0.110876255
10194485,11,5,0.89030963,0.109690346
10194485,11,6,0.91121364,0.088786356
10194485,11,7,0.8758265,0.12417354
10194485,11,8,0.63296276,0.36703724
10194485,11,9,0.74333763,0.25666234
10194485,11,10,0.6574031,0.34259692
10194485,11,11,0.8777555,0.122244455
10194485,11,12,0.89912564,0.10087434
10194485,11,13,0.8510021,0.14899787
10194485,11,14,0.7933768,0.20662321
10194485,11,15,0.8359511,0.16404888
10194485,11,16,0.8538911,0.14610893
10194485,11,17,0.8870092,0.11299081
10194485,11,18,0.86536276,0.13463724
10194485,11,19,0.9188502,0.08114982
10194485,11,20,0.88243157,0.11756844
10194485,11,21,0.9523354,0.047664598
10194485,11,22,0.8770294,0.1229706
10194485,11,23,0.8215328,0.17846721
10194485,11,24,0.7331879,0.26681212
10194485,11,25,0.8212045,0.17879553
10194485,11,26,0.8397432,0.16025682
10194485,11,27,0.8567797,0.14322029
10194485,11,28,0.8706039,0.12939608
10194485,11,29,0.8767247,0.12327527
10194485,11,30,0.79093134,0.20906866
10194485,11,31,0.8170694,0.18293059
10194485,11,32,0.9152338,0.084766194
10194485,11,33,0.7703495,0.22965051
10194485,11,34,0.8458618,0.15413824
10194485,11,35,0.7625457,0.23745432
10194485,11,36,0.76573694,0.23426309
10194485,12,1,0.9672556,0.032744434
10194485,12,2,0.94045377,0.059546243
10194485,12,3,0.90877926,0.09122074
10194485,12,4,0.82195485,0.17804518
10194485,12,5,0.8666553,0.1333447
10194485,12,6,0.95721275,0.042787265
10194485,12,7,0.95041263,0.04958739
10194485,12,8,0.9117293,0.08827071
10194485,12,9,0.8784336,0.12156641
10194485,12,10,0.6506252,0.34937474
10194485,12,11,0.8083887,0.1916113
10194485,12,12,0.88266337,0.11733666
10194485,12,13,0.88303113,0.116968885
10194485,12,14,0.81323624,0.18676375
10194485,12,15,0.86459965,0.13540035
10194485,12,16,0.8016981,0.1983019
10194485,12,17,0.8597993,0.14020069
10194485,12,18,0.88431275,0.11568726
10194485,12,19,0.8527851,0.14721486
10194485,12,20,0.36850315,0.63149685
10194485,12,21,0.8470095,0.15299053
10194485,12,22,0.85498816,0.14501183
10194485,12,23,0.42116135,0.57883865
10194485,12,24,0.120903134,0.87909687
10194485,12,25,0.77101016,0.22898982
10194485,13,1,0.9654861,0.034513902
10194485,13,2,0.9042211,0.095778875
10194485,13,3,0.8703954,0.1296046
10194485,13,4,0.9754767,0.024523335
10194485,13,5,0.96808773,0.031912252
10194485,13,6,0.95373684,0.046263143
10194485,13,7,0.984186,0.015813997
10194485,13,8,0.9688379,0.031162092
10194485,13,9,0.92387205,0.076127954
10194485,13,10,0.83184814,0.16815183
10194485,13,11,0.8979429,0.10205707
10194485,13,12,0.63298154,0.36701843
10194485,13,13,0.6383383,0.3616617
10194485,13,14,0.93732965,0.06267038
10194485,13,15,0.8618157,0.13818428
10194485,13,16,0.20498115,0.79501885
10194485,13,17,0.78238845,0.21761154
10194485,13,18,0.38791353,0.6120865
10194485,13,19,0.07788938,0.9221106
10194485,13,20,0.7908051,0.20919488
10194485,14,1,0.8942549,0.105745085
10194485,14,2,0.9055158,0.09448421
10194485,14,3,0.96783066,0.032169342
10194485,14,4,0.9704633,0.029536746
10194485,14,5,0.9472786,0.0527214
10194485,14,6,0.9788086,0.021191427
10194485,14,7,0.87572026,0.12427975
10194485,14,8,0.87678033,0.12321966
10194485,14,9,0.79544765,0.20455235
10194485,14,10,0.8484523,0.1515477
10194485,14,11,0.8714087,0.12859133
10194485,14,12,0.8980319,0.10196813
10194485,14,13,0.84725523,0.15274476
10194485,14,14,0.8979429,0.10205707
10194485,14,15,0.65768176,0.34231824
10194485,14,16,0.7079443,0.29205573
10194485,14,17,0.8245568,0.17544316
10194485,14,18,0.8752471,0.12475285
10194485,14,19,0.44567227,0.5543277
