doc,sent,word,not outcomes,outcomes
10091821,3,23,0.51042414,0.4895759
10091821,3,24,0.59657264,0.40342733
10091821,4,1,0.7798561,0.2201439
10091821,4,2,0.463834,0.536166
10091821,4,3,0.21063304,0.78936696
10091821,4,4,0.082250535,0.91774946
10091821,4,5,0.079030335,0.92096967
10091821,4,6,0.04490292,0.9550971
10091821,4,7,0.9022636,0.097736426
10091821,4,8,0.97626096,0.023739012
10091821,4,9,0.89513195,0.10486807
10091821,4,10,0.78741825,0.21258174
10091821,4,11,0.46855813,0.53144187
10091821,4,12,0.61859107,0.3814089
10091821,4,13,0.1700126,0.8299874
10091821,4,14,0.7361765,0.2638235
10091821,4,15,0.8170094,0.18299063
10091821,4,16,0.90268016,0.09731987
10091821,4,17,0.86205006,0.13794994
10091821,4,18,0.72621226,0.27378777
10091821,4,19,0.40574545,0.59425455
10091821,4,20,0.46635312,0.5336469
10091821,4,21,0.8366666,0.16333342
10091821,4,22,0.75266427,0.24733573
10091821,4,23,0.50856495,0.49143508
10091821,4,24,0.5577106,0.4422894
10091821,4,25,0.92174655,0.07825345
10091821,4,26,0.89325225,0.106747754
10091821,4,27,0.75103724,0.24896279
10091821,4,28,0.5335306,0.4664694
10091821,4,29,0.92509514,0.074904844
10091821,4,30,0.9505578,0.04944217
10091821,4,31,0.90521836,0.09478163
10091821,4,32,0.99534273,0.004657245
10091821,4,33,0.994055,0.0059450017
10091821,4,34,0.9992405,0.000759498
10091821,4,35,0.9932562,0.006743801
10091821,4,36,0.925434,0.07456602
10091821,4,37,0.8656305,0.13436952
10091821,4,38,0.7553061,0.2446939
10091821,4,39,0.665993,0.33400702
10091821,4,40,0.7895802,0.21041979
10091821,4,41,0.5149008,0.4850992
10091821,4,42,0.9329931,0.067006886
10091821,4,43,0.541063,0.458937
10091821,5,1,0.6779848,0.32201523
10091821,5,2,0.27437913,0.72562087
10091821,5,3,0.3655877,0.6344123
10091821,5,4,0.13916016,0.86083984
10091821,5,5,0.04396093,0.9560391
10091821,5,6,0.057926476,0.9420735
10091821,5,7,0.84491384,0.15508613
10091821,5,8,0.5387933,0.46120667
10091821,5,9,0.7442883,0.25571164
10091821,5,10,0.83937556,0.16062443
10091821,5,11,0.9136829,0.086317144
10091821,5,12,0.81304955,0.18695045
10091821,5,13,0.4144227,0.5855773
10091821,5,14,0.41629553,0.5837045
10091821,5,15,0.09037471,0.9096253
10091821,5,16,0.04136175,0.95863825
10091821,5,17,0.15623552,0.8437645
10091821,5,18,0.12872761,0.8712724
10091821,5,19,0.3826567,0.6173433
10091821,5,20,0.16888505,0.83111495
10091821,5,21,0.15898156,0.84101844
10091821,5,22,0.1446476,0.8553524
10091821,5,23,0.19624805,0.80375195
10091821,5,24,0.27152926,0.72847074
10091821,5,25,0.20549029,0.7945097
10091821,5,26,0.7437285,0.2562715
10091821,5,27,0.72865707,0.27134293
10091821,5,28,0.49287987,0.50712013
10091821,5,29,0.50538516,0.4946148
10091821,5,30,0.13322651,0.8667735
10091821,5,31,0.47026712,0.5297329
10091821,5,32,0.40687048,0.5931295
10091821,5,33,0.48834807,0.51165193
10091821,5,34,0.34864885,0.65135115
10091821,5,35,0.21029484,0.78970516
10091821,6,1,0.22951746,0.77048254
10091821,6,2,0.07608026,0.92391974
10091821,6,3,0.055283308,0.9447167
10091821,6,4,0.69521034,0.3047897
10091821,6,5,0.7260201,0.2739799
10091821,6,6,0.8155183,0.18448167
10091821,6,7,0.55090964,0.4490904
10091821,6,8,0.4621849,0.5378151
10091821,6,9,0.15911132,0.8408887
10091821,6,10,0.36288106,0.63711894
10091821,6,11,0.327555,0.672445
10091821,6,12,0.13319379,0.8668062
10091821,6,13,0.18005693,0.8199431
10091821,6,14,0.13356131,0.8664387
10091821,6,15,0.16405332,0.8359467
10091821,6,16,0.24491376,0.75508624
10091821,6,17,0.15370673,0.8462933
10091821,6,18,0.07836515,0.92163485
10091821,6,19,0.37565947,0.62434053
10091821,6,20,0.10576314,0.89423686
10091821,6,21,0.16084838,0.8391516
10091821,6,22,0.14073807,0.85926193
10091821,6,23,0.040080905,0.9599191
10091821,6,24,0.21585953,0.78414047
10091821,6,25,0.02185452,0.9781455
10091821,6,26,0.026788652,0.97321135
10091821,6,27,0.1239813,0.8760187
10091821,6,28,0.42709208,0.5729079
10091821,6,29,0.4130689,0.5869311
10091821,6,30,0.03449762,0.9655024
10091821,6,31,0.16208619,0.8379138
10091821,6,32,0.14883387,0.8511661
10091821,6,33,0.18664742,0.8133526
10091821,6,34,0.19299424,0.80700576
10091821,6,35,0.3192839,0.6807161
10091821,7,1,0.5805992,0.41940084
10091821,7,2,0.1211316,0.8788684
10091821,7,3,0.04045236,0.95954764
10091821,7,4,0.055336297,0.9446637
10091821,7,5,0.68034756,0.31965244
10091821,7,6,0.68094164,0.31905836
10091821,7,7,0.5796683,0.42033172
10091821,7,8,0.6844162,0.31558385
10091821,7,9,0.03750807,0.9624919
10091821,7,10,0.06122774,0.93877226
10091821,7,11,0.03966838,0.9603316
10091821,7,12,0.10431385,0.89568615
10091821,7,13,0.083813846,0.91618615
10091821,7,14,0.08880657,0.91119343
10091821,7,15,0.68047106,0.3195289
10091821,7,16,0.09846777,0.90153223
10091821,7,17,0.22408164,0.77591836
10091821,7,18,0.086239815,0.9137602
10091821,7,19,0.11192322,0.8880768
10091821,7,20,0.4391306,0.5608694
10091821,7,21,0.10247922,0.8975208
10091821,7,22,0.1491661,0.8508339
10091821,7,23,0.2308209,0.7691791
10091821,7,24,0.14614254,0.85385746
10091821,7,25,0.10714275,0.89285725
10091821,7,26,0.15983659,0.8401634
10091821,7,27,0.3968836,0.6031164
10091821,8,1,0.81977594,0.18022405
10091821,8,2,0.87094957,0.12905045
10091821,8,3,0.90090775,0.099092275
10091821,8,4,0.9117546,0.08824537
10091821,8,5,0.83907247,0.16092752
10091821,8,6,0.31707788,0.6829221
10091821,8,7,0.7609526,0.23904742
10091821,8,8,0.84237283,0.15762715
10091821,8,9,0.36784655,0.63215345
10091821,8,10,0.69401896,0.305981
10091821,8,11,0.63812995,0.36187005
10091821,8,12,0.5585449,0.44145513
10091821,9,1,0.9945525,0.0054475334
10091821,9,2,0.9625507,0.03744929
10091821,9,3,0.85371566,0.14628431
10091821,9,4,0.74100703,0.25899297
10091821,9,5,0.5577723,0.4422277
10091821,9,6,0.73611605,0.26388398
10091821,9,7,0.75881565,0.24118438
10091821,9,8,0.7745943,0.2254057
10091821,9,9,0.7980491,0.20195088
10091821,9,10,0.4970401,0.5029599
10091821,9,11,0.3303318,0.6696682
10091821,9,12,0.50224876,0.49775127
10091821,9,13,0.5042454,0.4957546
10091821,9,14,0.43269306,0.56730694
10091821,9,15,0.07557917,0.92442083
10091821,9,16,0.04812014,0.95187986
10091821,9,17,0.72598755,0.27401242
10091821,9,18,0.6360648,0.36393517
10091821,9,19,0.3847773,0.6152227
10091821,9,20,0.2539841,0.7460159
10091821,9,21,0.13839155,0.86160845
10091821,9,22,0.11028427,0.88971573
10091821,9,23,0.16967398,0.830326
10091821,9,24,0.07438624,0.92561376
10091821,9,25,0.042160034,0.95783997
10091821,9,26,0.21005565,0.78994435
10091821,9,27,0.09144229,0.9085577
10091821,9,28,0.032042086,0.9679579
10091821,9,29,0.36693323,0.6330668
10091821,9,30,0.205163,0.794837
10091821,9,31,0.8787391,0.121260874
10091821,9,32,0.9420125,0.05798753
10091821,9,33,0.76715183,0.23284815
10091821,9,34,0.7818444,0.21815564
10091821,9,35,0.7593867,0.2406133
10091821,9,36,0.60742354,0.3925765
10091821,9,37,0.3132434,0.6867566
10091821,9,38,0.675051,0.32494906
10091821,9,39,0.81397945,0.18602057
10091821,9,40,0.8939586,0.106041364
10091821,9,41,0.7541304,0.24586956
10091821,9,42,0.83290124,0.16709873
10091821,9,43,0.9216898,0.078310184
10091821,9,44,0.9703944,0.029605618
10091821,9,45,0.8679148,0.13208517
10091821,9,46,0.94913894,0.050861053
10091821,9,47,0.88179624,0.11820379
10091821,9,48,0.98419404,0.015805932
10091821,9,49,0.8686441,0.1313559
10091821,9,50,0.96539164,0.034608368
10091821,9,51,0.9228457,0.07715427
10091821,9,52,0.8226423,0.17735769
10091821,10,1,0.20178723,0.79821277
10091821,10,2,0.0266667,0.9733333
10091821,10,3,0.058695614,0.9413044
10091821,10,4,0.6447644,0.35523558
10091821,10,5,0.31390917,0.6860908
10091821,10,6,0.6734446,0.32655537
10091821,10,7,0.60125566,0.39874431
10091821,10,8,0.15984142,0.8401586
10091821,10,9,0.14983875,0.85016125
10091821,10,10,0.0586915,0.9413085
10091821,10,11,0.06955278,0.9304472
10091821,10,12,0.15663648,0.8433635
10091821,10,13,0.08434427,0.91565573
10091821,10,14,0.039240956,0.96075904
10091821,10,15,0.27356666,0.72643334
10091821,10,16,0.23419857,0.7658014
10091821,10,17,0.87495583,0.12504417
10091821,10,18,0.9756933,0.024306724
10091821,10,19,0.81353694,0.18646307
10091821,10,20,0.9663217,0.033678304
10091821,10,21,0.82473165,0.17526834
10091821,10,22,0.8600706,0.13992938
10091821,10,23,0.8762569,0.12374314
10091821,10,24,0.84401715,0.15598285
10091821,10,25,0.96241736,0.037582632
10091821,10,26,0.86245024,0.13754977
10091821,10,27,0.97390115,0.026098872
10091821,10,28,0.8337786,0.1662214
10091821,10,29,0.96709603,0.032903973
10091821,10,30,0.89214903,0.10785099
10091821,10,31,0.7922156,0.20778443
10091821,10,32,0.69070697,0.30929303
10091821,10,33,0.78005636,0.21994363
10091821,11,1,0.83381367,0.16618636
10091821,11,2,0.47807908,0.5219209
10091821,11,3,0.5362898,0.4637102
10091821,11,4,0.117188215,0.8828118
10091821,11,5,0.028060794,0.9719392
10091821,11,6,0.420048,0.579952
10091821,11,7,0.86939263,0.13060737
10091821,11,8,0.800111,0.19988899
10091821,11,9,0.52931,0.47069004
10091821,11,10,0.55435276,0.44564724
10091821,11,11,0.4078176,0.5921824
10091821,11,12,0.49815577,0.5018442
10091821,11,13,0.041315317,0.9586847
10091821,11,14,0.28470767,0.71529233
10091821,12,1,0.4909863,0.5090137
10091821,12,2,0.55564445,0.44435555
10091821,12,3,0.38803673,0.6119633
10091821,12,4,0.20723492,0.7927651
10091821,12,5,0.87065184,0.12934816
10091821,12,6,0.8657283,0.1342717
10091821,12,7,0.74886525,0.25113472
10091821,12,8,0.7765516,0.22344843
10091821,12,9,0.41519302,0.584807
10091821,12,10,0.24616438,0.7538356
10091821,12,11,0.7990085,0.20099148
10091821,12,12,0.9355367,0.06446333
10091821,12,13,0.91906613,0.08093389
10091821,12,14,0.8937846,0.1062154
10091821,12,15,0.5603633,0.4396367
10091821,12,16,0.47422516,0.52577484
10091821,12,17,0.83707356,0.1629264
10091821,12,18,0.9622933,0.037706684
10091821,12,19,0.9376022,0.062397767
10091821,12,20,0.5073227,0.49267727
10091821,12,21,0.36899227,0.63100773
10091821,12,22,0.62696326,0.37303677
10091821,12,23,0.5884203,0.41157976
10091821,12,24,0.70682657,0.29317343
10091821,12,25,0.75094205,0.24905793
10091821,12,26,0.27378416,0.72621584
10091821,12,27,0.28842938,0.7115706
10091821,12,28,0.38516414,0.61483586
10091821,12,29,0.5810602,0.41893983
10194485,1,1,0.49405092,0.5059491
10194485,1,2,0.83400214,0.16599785
10194485,1,3,0.65503466,0.3449653
10194485,1,4,0.9150171,0.084982865
10194485,1,5,0.80611223,0.19388776
10194485,1,6,0.73916614,0.26083386
10194485,1,7,0.41077936,0.58922064
10194485,1,8,0.24490416,0.75509584
10194485,1,9,0.8648951,0.13510491
10194485,1,10,0.91674393,0.083256066
10194485,1,11,0.9783947,0.021605322
10194485,1,12,0.888998,0.11100201
10194485,1,13,0.9197031,0.080296844
10194485,1,14,0.96332425,0.03667576
10194485,1,15,0.99001735,0.00998267
10194485,1,16,0.5757577,0.42424232
10194485,1,17,0.67505616,0.32494384
10194485,2,1,0.90976846,0.09023153
10194485,2,2,0.74074435,0.25925568
10194485,2,3,0.2647559,0.7352441
10194485,2,4,0.4186027,0.5813973
10194485,2,5,0.5969677,0.40303227
10194485,2,6,0.6080754,0.3919246
10194485,2,7,0.7001525,0.29984745
10194485,2,8,0.98315823,0.016841764
10194485,2,9,0.9662153,0.033784702
10194485,2,10,0.80199647,0.19800352
10194485,2,11,0.88475716,0.11524285
10194485,2,12,0.67000616,0.3299938
10194485,2,13,0.29018772,0.7098123
10194485,2,14,0.6189294,0.3810706
10194485,2,15,0.53156006,0.46843994
10194485,2,16,0.96874523,0.031254787
10194485,2,17,0.9546587,0.04534131
10194485,2,18,0.97183645,0.028163558
10194485,2,19,0.9943038,0.005696168
10194485,2,20,0.91610426,0.08389575
10194485,2,21,0.8412085,0.1587915
10194485,3,1,0.9531307,0.046869278
10194485,3,2,0.81290555,0.18709446
10194485,3,3,0.9339031,0.06609687
10194485,3,4,0.94979066,0.05020933
10194485,3,5,0.9672712,0.032728814
10194485,3,6,0.88519514,0.11480484
10194485,3,7,0.7122437,0.28775632
10194485,3,8,0.57090324,0.42909676
10194485,3,9,0.95948404,0.040515985
10194485,3,10,0.9319451,0.06805489
10194485,3,11,0.6919968,0.30800316
10194485,3,12,0.89545625,0.10454377
10194485,3,13,0.9619541,0.03804587
10194485,3,14,0.6332323,0.3667677
10194485,3,15,0.6858375,0.31416252
10194485,3,16,0.56761885,0.43238112
10194485,3,17,0.97298354,0.027016485
10194485,3,18,0.86561763,0.1343824
10194485,3,19,0.48247147,0.51752853
10194485,3,20,0.47243506,0.52756494
10194485,3,21,0.9224798,0.0775202
10194485,3,22,0.8293372,0.1706628
10194485,3,23,0.28385943,0.71614057
10194485,3,24,0.6144775,0.38552245
10194485,3,25,0.61597097,0.38402906
10194485,3,26,0.6828536,0.31714642
10194485,3,27,0.7211772,0.27882275
10194485,4,1,0.9307854,0.06921459
10194485,4,2,0.9653647,0.034635324
10194485,4,3,0.9474877,0.052512288
10194485,4,4,0.645404,0.35459602
10194485,4,5,0.72015876,0.27984124
10194485,4,6,0.7508858,0.24911423
10194485,4,7,0.7624592,0.2375408
10194485,4,8,0.09092015,0.90907985
10194485,4,9,0.31314355,0.68685645
10194485,4,10,0.27630287,0.7236971
10194485,4,11,0.49971265,0.50028735
10194485,4,12,0.6064153,0.39358476
10194485,4,13,0.72316194,0.27683806
10194485,4,14,0.8119873,0.1880127
10194485,4,15,0.4131626,0.5868374
10194485,4,16,0.6611037,0.33889624
10194485,4,17,0.75313133,0.24686868
10194485,4,18,0.35979337,0.64020663
10194485,4,19,0.84089005,0.15910998
10194485,4,20,0.8203271,0.17967291
10194485,4,21,0.6074246,0.39257535
10194485,4,22,0.48381335,0.51618665
10194485,4,23,0.55530256,0.44469744
10194485,5,1,0.87504274,0.12495725
10194485,5,2,0.824853,0.17514698
10194485,5,3,0.584532,0.41546795
10194485,5,4,0.623499,0.37650102
10194485,5,5,0.9315369,0.06846309
10194485,5,6,0.9794126,0.02058741
10194485,5,7,0.95473164,0.04526833
10194485,5,8,0.9297795,0.07022049
10194485,5,9,0.8796332,0.12036679
10194485,5,10,0.5030202,0.49697977
10194485,5,11,0.0641011,0.9358989
10194485,5,12,0.14461094,0.85538906
10194485,5,13,0.17956561,0.8204344
10194485,5,14,0.290999,0.709001
10194485,5,15,0.274356,0.725644
10194485,5,16,0.42920464,0.57079536
10194485,5,17,0.42811352,0.5718865
10194485,5,18,0.6094626,0.3905374
10194485,5,19,0.7535534,0.24644658
10194485,5,20,0.5252876,0.47471237
10194485,5,21,0.37100923,0.62899077
10194485,5,22,0.36679566,0.63320434
10194485,5,23,0.48866624,0.51133376
10194485,5,24,0.23780668,0.7621933
10194485,5,25,0.32332933,0.6766707
10194485,5,26,0.23126161,0.7687384
10194485,5,27,0.30336934,0.69663066
10194485,5,28,0.53195405,0.46804595
10194485,6,1,0.78301555,0.21698444
10194485,6,2,0.815201,0.18479903
10194485,6,3,0.91625684,0.08374313
10194485,6,4,0.98408026,0.015919773
10194485,6,5,0.9476754,0.05232459
10194485,6,6,0.9526058,0.047394194
10194485,6,7,0.8901768,0.10982323
10194485,6,8,0.80963063,0.19036937
10194485,6,9,0.54394937,0.45605063
10194485,6,10,0.18586409,0.8141359
10194485,6,11,0.032185793,0.9678142
10194485,6,12,0.09538776,0.90461224
10194485,6,13,0.30811954,0.69188046
10194485,6,14,0.19295782,0.8070422
10194485,6,15,0.12130791,0.8786921
10194485,6,16,0.13071996,0.86928004
10194485,6,17,0.3250543,0.6749457
10194485,6,18,0.3412255,0.6587745
10194485,6,19,0.42974323,0.57025677
10194485,6,20,0.3233251,0.6766749
10194485,6,21,0.16456872,0.8354313
10194485,6,22,0.3515935,0.6484065
10194485,6,23,0.10122979,0.8987702
10194485,6,24,0.2593596,0.7406404
10194485,6,25,0.3250543,0.6749457
10194485,6,26,0.36889625,0.63110375
10194485,6,27,0.349383,0.650617
10194485,6,28,0.5870347,0.4129653
10194485,6,29,0.65519834,0.34480166
10194485,6,30,0.5656575,0.43434247
10194485,6,31,0.6990882,0.30091178
10194485,6,32,0.7398441,0.26015595
10194485,6,33,0.39534634,0.60465366
10194485,6,34,0.19064772,0.8093523
10194485,6,35,0.3563549,0.6436451
10194485,6,36,0.5346847,0.46531528
10194485,6,37,0.30298752,0.6970125
10194485,7,1,0.7106563,0.2893437
10194485,7,2,0.56039846,0.4396015
10194485,7,3,0.3052463,0.6947537
10194485,7,4,0.32166702,0.678333
10194485,7,5,0.40666914,0.59333086
10194485,7,6,0.48841292,0.5115871
10194485,7,7,0.797635,0.20236498
10194485,7,8,0.67514145,0.32485855
10194485,7,9,0.5078506,0.4921494
10194485,7,10,0.37172568,0.6282743
10194485,7,11,0.16227323,0.8377268
10194485,7,12,0.7170384,0.2829616
10194485,7,13,0.61054206,0.38945794
10194485,7,14,0.8762191,0.123780906
10194485,7,15,0.7041389,0.29586115
10194485,7,16,0.60929257,0.39070743
10194485,7,17,0.63514316,0.36485687
10194485,7,18,0.93976057,0.060239434
10194485,7,19,0.6511885,0.34881148
10194485,7,20,0.16048121,0.8395188
10194485,7,21,0.37544638,0.6245536
10194485,7,22,0.16214323,0.83785677
10194485,7,23,0.5182189,0.48178113
10194485,7,24,0.66299975,0.33700022
10194485,7,25,0.7724619,0.22753808
10194485,7,26,0.7170319,0.2829681
10194485,8,1,0.59472644,0.4052736
10194485,8,2,0.5504129,0.44958708
10194485,8,3,0.22176927,0.7782307
10194485,8,4,0.43494564,0.56505436
10194485,8,5,0.23437047,0.76562953
10194485,8,6,0.7454848,0.25451517
10194485,8,7,0.59426665,0.40573332
10194485,8,8,0.49866986,0.50133014
10194485,8,9,0.42556208,0.5744379
10194485,8,10,0.15431505,0.84568495
10194485,8,11,0.22297311,0.7770269
10194485,8,12,0.40553486,0.59446514
10194485,8,13,0.28341728,0.7165827
10194485,8,14,0.40665764,0.59334236
10194485,8,15,0.14551091,0.8544891
10194485,8,16,0.1654818,0.8345182
10194485,8,17,0.6731261,0.3268739
10194485,8,18,0.046809018,0.953191
10194485,8,19,0.2435131,0.7564869
10194485,8,20,0.6774763,0.32252374
10194485,8,21,0.7282915,0.27170852
10194485,8,22,0.7727189,0.22728108
10194485,8,23,0.94258595,0.057414044
10194485,8,24,0.66282904,0.33717096
10194485,8,25,0.31673235,0.68326765
10194485,9,1,0.16044009,0.8395599
10194485,9,2,0.1448394,0.8551606
10194485,9,3,0.8035589,0.1964411
10194485,9,4,0.84342384,0.15657616
10194485,9,5,0.8735113,0.12648866
10194485,9,6,0.7411866,0.25881338
10194485,9,7,0.5820949,0.41790512
10194485,9,8,0.6093577,0.39064226
10194485,9,9,0.899054,0.100946024
10194485,9,10,0.8507444,0.14925559
10194485,9,11,0.75354093,0.24645907
10194485,9,12,0.5966871,0.40331295
10194485,9,13,0.89246744,0.10753254
10194485,9,14,0.47107756,0.52892244
10194485,9,15,0.81876063,0.1812394
10194485,9,16,0.9886814,0.011318625
10194485,9,17,0.9088832,0.09111681
10194485,9,18,0.90203404,0.097965956
10194485,9,19,0.9434691,0.056530904
10194485,9,20,0.88931435,0.11068564
10194485,9,21,0.7963266,0.20367344
10194485,9,22,0.8782441,0.121755905
10194485,9,23,0.5162697,0.48373035
10194485,10,1,0.72699434,0.27300566
10194485,10,2,0.7441105,0.25588948
10194485,10,3,0.3949443,0.6050557
10194485,10,4,0.10590011,0.8940999
10194485,10,5,0.15284169,0.8471583
10194485,10,6,0.7068611,0.29313892
10194485,10,7,0.54819536,0.45180464
10194485,10,8,0.45395577,0.54604423
10194485,10,9,0.427589,0.572411
10194485,10,10,0.36533582,0.6346642
10194485,10,11,0.08423251,0.9157675
10194485,10,12,0.11786908,0.8821309
10194485,10,13,0.2578478,0.7421522
10194485,10,14,0.2877494,0.7122506
10194485,10,15,0.75009763,0.24990235
10194485,10,16,0.74334764,0.25665238
10194485,10,17,0.8732145,0.12678549
10194485,10,18,0.77671486,0.22328512
10194485,10,19,0.8856695,0.11433048
10194485,10,20,0.5670794,0.4329206
10194485,10,21,0.33617908,0.6638209
10194485,11,1,0.1762774,0.8237226
10194485,11,2,0.11998451,0.8800155
10194485,11,3,0.14097267,0.8590273
10194485,11,4,0.79599917,0.20400082
10194485,11,5,0.910244,0.089756005
10194485,11,6,0.8509571,0.14904292
10194485,11,7,0.74220675,0.25779325
10194485,11,8,0.3822962,0.6177038
10194485,11,9,0.36616182,0.6338382
10194485,11,10,0.50604767,0.49395233
10194485,11,11,0.2438271,0.7561729
10194485,11,12,0.25448036,0.74551964
10194485,11,13,0.08350003,0.9165
10194485,11,14,0.2314468,0.7685532
10194485,11,15,0.5526683,0.44733173
10194485,11,16,0.7342219,0.26577812
10194485,11,17,0.5142966,0.4857034
10194485,11,18,0.47101426,0.52898574
10194485,11,19,0.5107659,0.48923412
10194485,11,20,0.78446525,0.21553476
10194485,11,21,0.80528116,0.19471884
10194485,11,22,0.848142,0.151858
10194485,11,23,0.739395,0.26060498
10194485,11,24,0.20218116,0.79781884
10194485,11,25,0.23515064,0.76484936
10194485,11,26,0.15002829,0.8499717
10194485,11,27,0.740096,0.259904
10194485,11,28,0.74667907,0.25332093
10194485,11,29,0.82961774,0.17038223
10194485,11,30,0.45012712,0.5498729
10194485,11,31,0.2532516,0.7467484
10194485,11,32,0.4649155,0.5350845
10194485,11,33,0.41421878,0.5857812
10194485,11,34,0.6596046,0.3403954
10194485,11,35,0.11486459,0.8851354
10194485,11,36,0.29218507,0.70781493
10194485,12,1,0.8744791,0.12552088
10194485,12,2,0.69277954,0.30722046
10194485,12,3,0.35900927,0.64099073
10194485,12,4,0.08805621,0.9119438
10194485,12,5,0.10972905,0.89027095
10194485,12,6,0.7178968,0.28210318
10194485,12,7,0.7355423,0.26445767
10194485,12,8,0.88796455,0.112035476
10194485,12,9,0.76276046,0.23723954
10194485,12,10,0.55482185,0.44517818
10194485,12,11,0.12158221,0.8784178
10194485,12,12,0.7287705,0.27122948
10194485,12,13,0.789866,0.21013404
10194485,12,14,0.77199554,0.22800447
10194485,12,15,0.5102402,0.4897598
10194485,12,16,0.20845187,0.79154813
10194485,12,17,0.49155968,0.5084403
10194485,12,18,0.65756875,0.34243125
10194485,12,19,0.4872905,0.5127095
10194485,12,20,0.8126445,0.18735553
10194485,12,21,0.30636156,0.69363844
10194485,12,22,0.28111613,0.7188839
10194485,12,23,0.22817713,0.77182287
10194485,12,24,0.8146771,0.1853229
10194485,12,25,0.27009696,0.72990304
10194485,13,1,0.7504458,0.24955423
10194485,13,2,0.1509257,0.8490743
10194485,13,3,0.19326049,0.8067395
10194485,13,4,0.36816448,0.6318355
10194485,13,5,0.113977194,0.8860228
10194485,13,6,0.34087014,0.65912986
10194485,13,7,0.6262981,0.37370187
10194485,13,8,0.56766474,0.43233523
10194485,13,9,0.7546165,0.24538349
10194485,13,10,0.15299594,0.84700406
10194485,13,11,0.29799998,0.702
10194485,13,12,0.27609366,0.72390634
10194485,13,13,0.20112443,0.7988756
10194485,13,14,0.13205427,0.86794573
10194485,13,15,0.32884866,0.67115134
10194485,13,16,0.5630651,0.4369349
10194485,13,17,0.35715646,0.64284354
10194485,13,18,0.31318724,0.68681276
10194485,13,19,0.69360983,0.3063902
10194485,13,20,0.27593333,0.7240667
10194485,14,1,0.16921568,0.8307843
10194485,14,2,0.39762926,0.60237074
10194485,14,3,0.14314282,0.8568572
10194485,14,4,0.23067027,0.7693297
10194485,14,5,0.5016645,0.4983355
10194485,14,6,0.5729494,0.42705062
10194485,14,7,0.592731,0.40726903
10194485,14,8,0.10954535,0.89045465
10194485,14,9,0.13140404,0.86859596
10194485,14,10,0.1473856,0.8526144
10194485,14,11,0.4883384,0.5116616
10194485,14,12,0.56417346,0.43582654
10194485,14,13,0.19434398,0.805656
10194485,14,14,0.33052462,0.6694754
10194485,14,15,0.35243177,0.6475682
10194485,14,16,0.11370844,0.88629156
10194485,14,17,0.51969355,0.48030645
10194485,14,18,0.6304742,0.3695258
10194485,14,19,0.58610547,0.41389456
