doc,sent,word,not interventions,interventions
10091821,5,2,0.17821717,0.8217828
10091821,5,3,0.89472485,0.105275124
10091821,5,4,0.88876295,0.11123707
10091821,5,5,0.5799946,0.42000538
10091821,5,6,0.7122588,0.28774118
10091821,5,7,0.92860687,0.071393125
10091821,5,8,0.9122594,0.08774058
10091821,5,9,0.94296443,0.057035588
10091821,5,10,0.7629649,0.23703508
10091821,5,11,0.71140724,0.28859276
10091821,5,12,0.88666475,0.11333526
10091821,5,13,0.8475451,0.15245493
10091821,5,14,0.92789125,0.07210872
10091821,5,15,0.46895558,0.5310444
10091821,5,16,0.36067683,0.6393232
10091821,5,17,0.40227896,0.59772104
10091821,5,18,0.32995278,0.6700472
10091821,5,19,0.8960981,0.10390194
10091821,5,20,0.7085645,0.2914355
10091821,5,21,0.71093607,0.28906393
10091821,5,22,0.5401176,0.45988235
10091821,5,23,0.69973737,0.30026263
10091821,5,24,0.42616153,0.5738385
10091821,5,25,0.8981575,0.10184253
10091821,5,26,0.7182505,0.2817495
10091821,5,27,0.5424722,0.45752782
10091821,5,28,0.7310418,0.2689582
10091821,5,29,0.87847215,0.12152784
10091821,5,30,0.5386997,0.4613003
10091821,5,31,0.11927092,0.8807291
10091821,5,32,0.15071261,0.8492874
10091821,5,33,0.12332231,0.8766777
10091821,5,34,0.5409136,0.45908642
10091821,5,35,0.5771307,0.42286935
10091821,6,1,0.7058373,0.2941627
10091821,6,2,0.36979365,0.63020635
10091821,6,3,0.60141695,0.39858308
10091821,6,4,0.85712177,0.14287825
10091821,6,5,0.9799675,0.020032514
10091821,6,6,0.81134266,0.18865734
10091821,6,7,0.94551903,0.054480996
10091821,6,8,0.9567738,0.043226175
10091821,6,9,0.6433997,0.35660028
10091821,6,10,0.9082751,0.09172487
10091821,6,11,0.9578108,0.04218916
10091821,6,12,0.5914298,0.40857017
10091821,6,13,0.8577485,0.1422515
10091821,6,14,0.31647927,0.68352073
10091821,6,15,0.7710166,0.22898337
10091821,6,16,0.64737904,0.352621
10091821,6,17,0.23513484,0.76486516
10091821,6,18,0.6167048,0.3832952
10091821,6,19,0.044316888,0.9556831
10091821,6,20,0.63233244,0.3676676
10091821,6,21,0.10670018,0.8932998
10091821,6,22,0.627131,0.37286904
10091821,6,23,0.89496535,0.10503463
10091821,6,24,0.9324192,0.06758084
10091821,6,25,0.9320777,0.06792231
10091821,6,26,0.9154399,0.08456009
10091821,6,27,0.8687809,0.13121909
10091821,6,28,0.8291653,0.17083474
10091821,6,29,0.9645808,0.03541922
10091821,6,30,0.8989279,0.10107208
10091821,6,31,0.87023765,0.12976235
10091821,6,32,0.94273895,0.057261042
10091821,6,33,0.642905,0.35709503
10091821,6,34,0.94209707,0.057902917
10091821,6,35,0.5852394,0.41476062
10091821,7,1,0.9509896,0.04901038
10091821,7,2,0.9670875,0.032912467
10091821,7,3,0.7882399,0.21176009
10091821,7,4,0.7260595,0.2739405
10091821,7,5,0.90384096,0.096159026
10091821,7,6,0.9813388,0.018661218
10091821,7,7,0.91966844,0.080331594
10091821,7,8,0.9433002,0.056699816
10091821,7,9,0.94464165,0.055358335
10091821,7,10,0.9218538,0.07814622
10091821,7,11,0.8139809,0.18601914
10091821,7,12,0.84480184,0.15519816
10091821,7,13,0.33502954,0.66497046
10091821,7,14,0.647822,0.35217795
10091821,7,15,0.62623817,0.37376183
10091821,7,16,0.58608556,0.4139144
10091821,7,17,0.07558149,0.9244185
10091821,7,18,0.55845654,0.44154343
10091821,7,19,0.8686075,0.13139246
10091821,7,20,0.9022278,0.097772196
10091821,7,21,0.76358443,0.23641558
10091821,7,22,0.73227966,0.26772037
10091821,7,23,0.3666618,0.6333382
10091821,7,24,0.7017468,0.2982532
10091821,7,25,0.8596498,0.14035021
10091821,7,26,0.6683817,0.33161828
10091821,7,27,0.599933,0.400067
10091821,8,1,0.86781317,0.13218684
10091821,8,2,0.868917,0.13108304
10091821,8,3,0.9171281,0.082871914
10091821,8,4,0.7740536,0.22594643
10091821,8,5,0.9516587,0.0483413
10091821,8,6,0.9420546,0.05794535
10091821,8,7,0.86205,0.13795
10091821,8,8,0.88302255,0.116977476
10091821,8,9,0.8401828,0.15981722
10091821,8,10,0.89757323,0.102426775
10091821,8,11,0.94741195,0.052588053
10091821,8,12,0.8164121,0.18358791
10091821,9,1,0.9858532,0.014146807
10091821,9,2,0.9631359,0.036864094
10091821,9,3,0.98190045,0.01809956
10091821,9,4,0.86942196,0.13057801
10091821,9,5,0.93806994,0.061930053
10091821,9,6,0.86135685,0.13864315
10091821,9,7,0.9181071,0.08189293
10091821,9,8,0.86702156,0.13297847
10091821,9,9,0.86494184,0.13505815
10091821,9,10,0.7818986,0.21810137
10091821,9,11,0.78980607,0.21019393
10091821,9,12,0.88926995,0.110730045
10091821,9,13,0.8678345,0.13216549
10091821,9,14,0.94552255,0.054477446
10091821,9,15,0.75004506,0.24995492
10091821,9,16,0.51697755,0.48302242
10091821,9,17,0.95547354,0.044526458
10091821,9,18,0.87590355,0.124096476
10091821,9,19,0.94418585,0.05581417
10091821,9,20,0.95107013,0.048929863
10091821,9,21,0.88277143,0.11722857
10091821,9,22,0.9503006,0.04969944
10091821,9,23,0.84367615,0.15632387
10091821,9,24,0.7892834,0.2107166
10091821,9,25,0.95924973,0.040750246
10091821,9,26,0.91461813,0.08538186
10091821,9,27,0.896951,0.10304898
10091821,9,28,0.9645508,0.0354492
10091821,9,29,0.95776016,0.042239822
10091821,9,30,0.94228846,0.057711523
10091821,9,31,0.9631694,0.03683062
10091821,9,32,0.9886638,0.011336194
10091821,9,33,0.94713193,0.052868087
10091821,9,34,0.7072656,0.29273438
10091821,9,35,0.7865516,0.21344838
10091821,9,36,0.7594749,0.2405251
10091821,9,37,0.9531537,0.046846252
10091821,9,38,0.921088,0.07891205
10091821,9,39,0.9953414,0.0046586087
10091821,9,40,0.9172907,0.0827093
10091821,9,41,0.98330307,0.01669696
10091821,9,42,0.99096537,0.009034646
10091821,9,43,0.95671153,0.04328844
10091821,9,44,0.991105,0.008894996
10091821,9,45,0.94813323,0.051866766
10091821,9,46,0.99161065,0.008389358
10091821,9,47,0.93006223,0.06993775
10091821,9,48,0.98929393,0.010706054
10091821,9,49,0.97362286,0.026377155
10091821,9,50,0.9820415,0.017958505
10091821,9,51,0.96471494,0.03528503
10091821,9,52,0.8819938,0.118006244
10091821,10,1,0.96399695,0.03600303
10091821,10,2,0.84666145,0.15333854
10091821,10,3,0.9082104,0.09178959
10091821,10,4,0.9797068,0.020293172
10091821,10,5,0.9912068,0.008793192
10091821,10,6,0.99357295,0.0064270217
10091821,10,7,0.9696467,0.030353311
10091821,10,8,0.9517755,0.048224516
10091821,10,9,0.88684,0.11316004
10091821,10,10,0.8724166,0.12758341
10091821,10,11,0.98099595,0.019004064
10091821,10,12,0.9406121,0.05938791
10091821,10,13,0.907866,0.092133984
10091821,10,14,0.97260684,0.027393164
10091821,10,15,0.97682345,0.02317656
10091821,10,16,0.95631444,0.04368558
10091821,10,17,0.97133994,0.02866006
10091821,10,18,0.9922943,0.0077056675
10091821,10,19,0.9484868,0.051513202
10091821,10,20,0.996492,0.0035079764
10091821,10,21,0.9118052,0.08819477
10091821,10,22,0.9837132,0.016286777
10091821,10,23,0.9841456,0.01585439
10091821,10,24,0.9315896,0.068410404
10091821,10,25,0.9803801,0.019619882
10091821,10,26,0.94691116,0.05308882
10091821,10,27,0.9918005,0.008199512
10091821,10,28,0.8947913,0.10520871
10091821,10,29,0.9862796,0.0137203755
10091821,10,30,0.9315081,0.06849189
10091821,10,31,0.9548754,0.045124605
10091821,10,32,0.9125972,0.08740284
10091821,10,33,0.8892082,0.11079179
10091821,11,1,0.8426423,0.15735766
10091821,11,2,0.6270048,0.3729952
10091821,11,3,0.74552006,0.25447994
10091821,11,4,0.9001568,0.099843204
10091821,11,5,0.74724054,0.2527595
10091821,11,6,0.76112604,0.23887397
10091821,11,7,0.9529605,0.047039516
10091821,11,8,0.85168374,0.1483163
10091821,11,9,0.9644085,0.035591472
10091821,11,10,0.985708,0.014292
10091821,11,11,0.90037477,0.099625245
10091821,11,12,0.96393055,0.036069456
10091821,11,13,0.9918039,0.008196135
10091821,11,14,0.5474665,0.45253345
10091821,12,1,0.8991245,0.10087547
10091821,12,2,0.42262566,0.57737434
10091821,12,3,0.67455226,0.32544774
10091821,12,4,0.7587288,0.24127118
10091821,12,5,0.85224915,0.14775084
10091821,12,6,0.9301054,0.069894604
10091821,12,7,0.95972,0.040280003
10091821,12,8,0.82930446,0.17069554
10091821,12,9,0.81432045,0.18567955
10091821,12,10,0.53681207,0.4631879
10091821,12,11,0.9043821,0.09561791
10091821,12,12,0.9533968,0.046603218
10091821,12,13,0.99603236,0.0039676526
10091821,12,14,0.892957,0.10704302
10091821,12,15,0.98224086,0.01775915
10091821,12,16,0.97206014,0.027939845
10091821,12,17,0.9552498,0.044750195
10091821,12,18,0.990138,0.009861996
10091821,12,19,0.9708994,0.029100569
10091821,12,20,0.8488733,0.1511267
10091821,12,21,0.8777675,0.12223251
10091821,12,22,0.97064173,0.029358258
10091821,12,23,0.9045202,0.09547979
10091821,12,24,0.9634694,0.03653061
10091821,12,25,0.952783,0.047216997
10091821,12,26,0.9788879,0.021112068
10091821,12,27,0.9241875,0.07581253
10091821,12,28,0.8174155,0.18258454
10091821,12,29,0.7235409,0.27645913
10194485,1,1,0.07262683,0.9273732
10194485,1,2,0.6813474,0.31865257
10194485,1,3,0.03287804,0.96712196
10194485,1,4,0.04200822,0.9579918
10194485,1,5,0.08518803,0.91481197
10194485,1,6,0.5392611,0.46073887
10194485,1,7,0.53315556,0.46684447
10194485,1,8,0.79358184,0.20641819
10194485,1,9,0.91395426,0.08604571
10194485,1,10,0.9282944,0.07170557
10194485,1,11,0.8823625,0.1176375
10194485,1,12,0.96099985,0.039000154
10194485,1,13,0.95446134,0.045538668
10194485,1,14,0.8899633,0.11003667
10194485,1,15,0.96817917,0.031820823
10194485,1,16,0.8593363,0.14066367
10194485,1,17,0.90601534,0.09398466
10194485,2,1,0.8626804,0.13731962
10194485,2,2,0.4823119,0.5176881
10194485,2,3,0.44232988,0.5576701
10194485,2,4,0.8490215,0.15097852
10194485,2,5,0.16941833,0.83058167
10194485,2,6,0.80195636,0.19804363
10194485,2,7,0.16570854,0.83429146
10194485,2,8,0.8451528,0.15484722
10194485,2,9,0.7816263,0.21837372
10194485,2,10,0.9017974,0.09820258
10194485,2,11,0.8976701,0.10232989
10194485,2,12,0.7510179,0.24898206
10194485,2,13,0.8446785,0.15532145
10194485,2,14,0.62054455,0.37945545
10194485,2,15,0.81313103,0.18686898
10194485,2,16,0.9502126,0.049787384
10194485,2,17,0.96767384,0.032326147
10194485,2,18,0.9523007,0.047699254
10194485,2,19,0.9455937,0.054406296
10194485,2,20,0.99168515,0.008314867
10194485,2,21,0.8461263,0.15387367
10194485,3,1,0.85198987,0.1480101
10194485,3,2,0.90909266,0.09090736
10194485,3,3,0.7376963,0.26230368
10194485,3,4,0.8425528,0.15744722
10194485,3,5,0.78651947,0.21348055
10194485,3,6,0.82412755,0.17587246
10194485,3,7,0.56516635,0.43483365
10194485,3,8,0.43375766,0.56624234
10194485,3,9,0.26318324,0.73681676
10194485,3,10,0.32591987,0.67408013
10194485,3,11,0.25118655,0.74881345
10194485,3,12,0.071347,0.928653
10194485,3,13,0.106274486,0.8937255
10194485,3,14,0.17144436,0.82855564
10194485,3,15,0.34078866,0.65921134
10194485,3,16,0.18120825,0.81879175
10194485,3,17,0.81227463,0.18772538
10194485,3,18,0.8219713,0.17802867
10194485,3,19,0.41146505,0.58853495
10194485,3,20,0.7730248,0.22697523
10194485,3,21,0.21915895,0.78084105
10194485,3,22,0.7631471,0.23685288
10194485,3,23,0.7009132,0.29908684
10194485,3,24,0.40194654,0.59805346
10194485,3,25,0.28343576,0.71656424
10194485,3,26,0.52415925,0.47584075
10194485,3,27,0.38273585,0.61726415
10194485,4,1,0.9722786,0.027721435
10194485,4,2,0.48390907,0.5160909
10194485,4,3,0.45036978,0.5496302
10194485,4,4,0.68872666,0.3112733
10194485,4,5,0.8395991,0.16040091
10194485,4,6,0.68095654,0.31904346
10194485,4,7,0.3709674,0.6290326
10194485,4,8,0.5785433,0.42145672
10194485,4,9,0.41756916,0.58243084
10194485,4,10,0.23100597,0.76899403
10194485,4,11,0.2687617,0.7312383
10194485,4,12,0.5994532,0.40054682
10194485,4,13,0.7152003,0.28479972
10194485,4,14,0.28620416,0.71379584
10194485,4,15,0.23836356,0.76163644
10194485,4,16,0.7634527,0.2365473
10194485,4,17,0.58510834,0.41489166
10194485,4,18,0.37972552,0.6202745
10194485,4,19,0.56178576,0.43821424
10194485,4,20,0.59474075,0.40525928
10194485,4,21,0.24067819,0.7593218
10194485,4,22,0.670158,0.32984194
10194485,4,23,0.48827928,0.5117207
10194485,5,1,0.9043314,0.09566862
10194485,5,2,0.8120031,0.18799691
10194485,5,3,0.15337098,0.846629
10194485,5,4,0.38490027,0.6150997
10194485,5,5,0.9450916,0.05490842
10194485,5,6,0.9838807,0.016119285
10194485,5,7,0.9294447,0.07055531
10194485,5,8,0.8600515,0.13994847
10194485,5,9,0.73094416,0.2690558
10194485,5,10,0.68360853,0.3163915
10194485,5,11,0.6367297,0.3632703
10194485,5,12,0.41756916,0.58243084
10194485,5,13,0.41276073,0.58723927
10194485,5,14,0.22236615,0.77763385
10194485,5,15,0.378999,0.621001
10194485,5,16,0.11214429,0.8878557
10194485,5,17,0.12529594,0.87470406
10194485,5,18,0.6878,0.3122
10194485,5,19,0.5522388,0.44776115
10194485,5,20,0.26133955,0.73866045
10194485,5,21,0.5517,0.44829997
10194485,5,22,0.42274654,0.57725346
10194485,5,23,0.44519973,0.5548003
10194485,5,24,0.23818213,0.7618179
10194485,5,25,0.20114475,0.79885525
10194485,5,26,0.38853818,0.6114618
10194485,5,27,0.34983784,0.65016216
10194485,5,28,0.29388618,0.7061138
10194485,6,1,0.94839895,0.051601063
10194485,6,2,0.9645032,0.03549677
10194485,6,3,0.9520211,0.04797889
10194485,6,4,0.96437275,0.035627253
10194485,6,5,0.89974034,0.10025967
10194485,6,6,0.9804064,0.019593617
10194485,6,7,0.88664603,0.11335395
10194485,6,8,0.93890274,0.061097253
10194485,6,9,0.8509716,0.14902845
10194485,6,10,0.33581465,0.66418535
10194485,6,11,0.8561676,0.14383237
10194485,6,12,0.84435993,0.15564005
10194485,6,13,0.60134494,0.39865506
10194485,6,14,0.10198122,0.8980188
10194485,6,15,0.40753788,0.5924621
10194485,6,16,0.052259862,0.94774014
10194485,6,17,0.11252761,0.8874724
10194485,6,18,0.13681728,0.8631827
10194485,6,19,0.29623187,0.70376813
10194485,6,20,0.25422847,0.7457715
10194485,6,21,0.49996662,0.5000334
10194485,6,22,0.081306875,0.9186931
10194485,6,23,0.41580534,0.58419466
10194485,6,24,0.081548214,0.9184518
10194485,6,25,0.09658158,0.9034184
10194485,6,26,0.19854581,0.8014542
10194485,6,27,0.62756646,0.37243354
10194485,6,28,0.9038685,0.096131526
10194485,6,29,0.77225447,0.22774555
10194485,6,30,0.8961991,0.10380086
10194485,6,31,0.90909874,0.09090125
10194485,6,32,0.969478,0.030522
10194485,6,33,0.97367823,0.026321756
10194485,6,34,0.91627103,0.08372898
10194485,6,35,0.92580706,0.07419293
10194485,6,36,0.9653444,0.034655582
10194485,6,37,0.6451815,0.35481852
10194485,7,1,0.81114376,0.18885623
10194485,7,2,0.9451593,0.054840706
10194485,7,3,0.8835673,0.11643271
10194485,7,4,0.8847897,0.11521032
10194485,7,5,0.8491467,0.15085326
10194485,7,6,0.9582115,0.041788545
10194485,7,7,0.78620464,0.21379538
10194485,7,8,0.8228758,0.1771242
10194485,7,9,0.9488169,0.051183097
10194485,7,10,0.9274359,0.07256413
10194485,7,11,0.87752604,0.12247393
10194485,7,12,0.95035416,0.04964584
10194485,7,13,0.97350305,0.026496934
10194485,7,14,0.9801158,0.01988425
10194485,7,15,0.62735724,0.37264276
10194485,7,16,0.3384034,0.6615966
10194485,7,17,0.9098245,0.0901755
10194485,7,18,0.6895348,0.3104652
10194485,7,19,0.69962406,0.30037594
10194485,7,20,0.8742395,0.12576051
10194485,7,21,0.8388086,0.16119139
10194485,7,22,0.808655,0.19134496
10194485,7,23,0.9293114,0.070688576
10194485,7,24,0.9524973,0.047502708
10194485,7,25,0.94604933,0.05395069
10194485,7,26,0.9149481,0.085051924
10194485,8,1,0.82755506,0.17244497
10194485,8,2,0.6454976,0.35450238
10194485,8,3,0.13997555,0.86002445
10194485,8,4,0.38255316,0.61744684
10194485,8,5,0.73025644,0.2697436
10194485,8,6,0.42612356,0.57387644
10194485,8,7,0.8776377,0.12236234
10194485,8,8,0.8647954,0.13520461
10194485,8,9,0.7061738,0.29382622
10194485,8,10,0.19327718,0.8067228
10194485,8,11,0.6299615,0.37003848
10194485,8,12,0.728322,0.27167797
10194485,8,13,0.24274659,0.7572534
10194485,8,14,0.7204944,0.27950564
10194485,8,15,0.75097084,0.24902919
10194485,8,16,0.71312577,0.28687423
10194485,8,17,0.9069312,0.093068756
10194485,8,18,0.915992,0.084007986
10194485,8,19,0.5827742,0.41722578
10194485,8,20,0.8785733,0.12142669
10194485,8,21,0.9681184,0.031881567
10194485,8,22,0.8858267,0.11417332
10194485,8,23,0.8228777,0.17712228
10194485,8,24,0.78353333,0.21646667
10194485,8,25,0.69603676,0.30396324
10194485,9,1,0.8511829,0.14881714
10194485,9,2,0.88774073,0.11225928
10194485,9,3,0.9120333,0.0879667
10194485,9,4,0.8291186,0.17088138
10194485,9,5,0.93029964,0.06970037
10194485,9,6,0.91691244,0.08308753
10194485,9,7,0.8184009,0.18159908
10194485,9,8,0.8788545,0.12114548
10194485,9,9,0.9095738,0.090426214
10194485,9,10,0.85370225,0.14629775
10194485,9,11,0.8395392,0.16046084
10194485,9,12,0.6838324,0.31616756
10194485,9,13,0.4565429,0.5434571
10194485,9,14,0.8316376,0.16836235
10194485,9,15,0.866656,0.13334401
10194485,9,16,0.97115594,0.02884408
10194485,9,17,0.98363143,0.016368572
10194485,9,18,0.98239887,0.017601147
10194485,9,19,0.96747434,0.032525666
10194485,9,20,0.9238391,0.07616092
10194485,9,21,0.81030226,0.18969773
10194485,9,22,0.5011358,0.49886414
10194485,9,23,0.5725138,0.4274862
10194485,10,1,0.82514274,0.17485727
10194485,10,2,0.5105743,0.48942572
10194485,10,3,0.8581527,0.14184731
10194485,10,4,0.6073401,0.39265993
10194485,10,5,0.5330441,0.46695587
10194485,10,6,0.7904164,0.20958357
10194485,10,7,0.89763236,0.10236764
10194485,10,8,0.5827498,0.41725022
10194485,10,9,0.9497098,0.050290212
10194485,10,10,0.2810762,0.7189238
10194485,10,11,0.84097755,0.15902245
10194485,10,12,0.44601232,0.5539877
10194485,10,13,0.3494411,0.6505589
10194485,10,14,0.46110958,0.5388904
10194485,10,15,0.8289614,0.17103863
10194485,10,16,0.8454364,0.15456362
10194485,10,17,0.97393435,0.026065653
10194485,10,18,0.89343476,0.10656522
10194485,10,19,0.9157237,0.08427635
10194485,10,20,0.71359056,0.28640944
10194485,10,21,0.56401896,0.43598107
10194485,11,1,0.6004212,0.3995788
10194485,11,2,0.9218445,0.07815553
10194485,11,3,0.92424864,0.07575138
10194485,11,4,0.92790556,0.072094455
10194485,11,5,0.9733631,0.026636874
10194485,11,6,0.96118915,0.03881087
10194485,11,7,0.9344702,0.06552981
10194485,11,8,0.9195405,0.080459476
10194485,11,9,0.36013645,0.63986355
10194485,11,10,0.6275182,0.37248185
10194485,11,11,0.81838727,0.18161273
10194485,11,12,0.8855731,0.1144269
10194485,11,13,0.9087733,0.09122673
10194485,11,14,0.58537805,0.41462195
10194485,11,15,0.75052464,0.24947536
10194485,11,16,0.95903087,0.040969133
10194485,11,17,0.933921,0.066079006
10194485,11,18,0.58501804,0.41498193
10194485,11,19,0.8496903,0.15030968
10194485,11,20,0.9546856,0.045314383
10194485,11,21,0.9540376,0.045962386
10194485,11,22,0.9761759,0.023824124
10194485,11,23,0.9323896,0.06761036
10194485,11,24,0.98355305,0.01644695
10194485,11,25,0.96472096,0.03527904
10194485,11,26,0.87541896,0.12458102
10194485,11,27,0.87372553,0.1262745
10194485,11,28,0.8098747,0.19012529
10194485,11,29,0.3992138,0.6007862
10194485,11,30,0.8647019,0.13529806
10194485,11,31,0.8973785,0.102621496
10194485,11,32,0.96302205,0.03697793
10194485,11,33,0.9401135,0.05988654
10194485,11,34,0.9747701,0.02522987
10194485,11,35,0.96319276,0.036807213
10194485,11,36,0.6630788,0.33692122
10194485,12,1,0.9741167,0.025883311
10194485,12,2,0.97585833,0.024141658
10194485,12,3,0.9761763,0.023823677
10194485,12,4,0.93887514,0.061124865
10194485,12,5,0.95854425,0.041455746
10194485,12,6,0.98077,0.019230027
10194485,12,7,0.98529816,0.014701838
10194485,12,8,0.98268,0.017319992
10194485,12,9,0.95952857,0.040471457
10194485,12,10,0.40060198,0.599398
10194485,12,11,0.9384122,0.06158782
10194485,12,12,0.9633758,0.036624175
10194485,12,13,0.9372267,0.06277329
10194485,12,14,0.946027,0.05397301
10194485,12,15,0.826847,0.173153
10194485,12,16,0.89647883,0.10352116
10194485,12,17,0.90839136,0.09160863
10194485,12,18,0.95636684,0.043633163
10194485,12,19,0.961459,0.038540997
10194485,12,20,0.9333931,0.06660689
10194485,12,21,0.8538239,0.1461761
10194485,12,22,0.9589756,0.041024372
10194485,12,23,0.90994066,0.090059325
10194485,12,24,0.9582641,0.041735914
10194485,12,25,0.8719196,0.12808043
10194485,13,1,0.8257514,0.1742486
10194485,13,2,0.8662125,0.1337875
10194485,13,3,0.5087397,0.49126026
10194485,13,4,0.86457723,0.13542277
10194485,13,5,0.1700083,0.8299917
10194485,13,6,0.49589896,0.50410104
10194485,13,7,0.7153128,0.28468722
10194485,13,8,0.9813817,0.018618312
10194485,13,9,0.95682496,0.04317502
10194485,13,10,0.8768486,0.12315142
10194485,13,11,0.8915016,0.10849837
10194485,13,12,0.28172296,0.71827704
10194485,13,13,0.6055556,0.3944444
10194485,13,14,0.8151045,0.1848955
10194485,13,15,0.9098038,0.09019617
10194485,13,16,0.9760147,0.023985343
10194485,13,17,0.91776764,0.08223233
10194485,13,18,0.9289816,0.07101839
10194485,13,19,0.9533231,0.046676885
10194485,13,20,0.73905873,0.2609413
10194485,14,1,0.3209257,0.6790743
10194485,14,2,0.654446,0.345554
10194485,14,3,0.2043829,0.7956171
10194485,14,4,0.31471658,0.6852834
10194485,14,5,0.93219066,0.06780935
10194485,14,6,0.96800864,0.031991363
10194485,14,7,0.9892829,0.010717079
10194485,14,8,0.98089916,0.019100843
10194485,14,9,0.8532143,0.14678568
10194485,14,10,0.885221,0.114778966
10194485,14,11,0.913071,0.086929
10194485,14,12,0.9353912,0.06460881
10194485,14,13,0.82363135,0.17636867
10194485,14,14,0.90061384,0.09938614
10194485,14,15,0.36674786,0.63325214
10194485,14,16,0.9224937,0.07750633
10194485,14,17,0.92190725,0.07809274
10194485,14,18,0.9437521,0.056247916
10194485,14,19,0.9891828,0.010817244
